data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', '5B01[4.00,4.00,0.00]=5.69', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.06']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.55', 'le_us=2777', 'est[2.93,0.51,-0.52,55]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.53', 'le_us=2746', 'est[2.93,0.51,-0.51,54]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.49', 'le_us=2807', 'est[2.93,0.52,-0.51,54]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.52', 'le_us=2838', 'est[2.94,0.51,-0.52,55]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.41', 'le_us=2746', 'est[2.95,0.51,-0.54,55]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.53', 'le_us=2746', 'est[2.95,0.52,-0.53,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.57', 'le_us=3082', 'est[2.94,0.53,-0.52,53]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.50', 'le_us=2899', 'est[2.94,0.52,-0.53,55]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.61', 'le_us=2746', 'est[2.94,0.52,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.34', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.52', 'le_us=2777', 'est[2.95,0.52,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.55', 'le_us=2777', 'est[2.95,0.52,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.53', 'le_us=2746', 'est[2.95,0.52,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.34', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.60', 'le_us=3051', 'est[2.93,0.53,-0.57,54]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.52', 'le_us=2777', 'est[2.93,0.54,-0.55,53]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.58', 'le_us=2777', 'est[2.93,0.54,-0.55,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.56', 'le_us=2746', 'est[2.93,0.53,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.51', 'le_us=2838', 'est[2.94,0.52,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.50', 'le_us=2807', 'est[2.94,0.53,-0.56,54]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.60', 'le_us=2807', 'est[2.93,0.52,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.63', 'le_us=2777', 'est[2.93,0.50,-0.55,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.58', 'le_us=2777', 'est[2.93,0.51,-0.55,54]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.54', 'le_us=2777', 'est[2.92,0.52,-0.51,53]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.62', 'le_us=2777', 'est[2.93,0.52,-0.53,55]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.52', 'le_us=2807', 'est[2.92,0.52,-0.52,54]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.55', 'le_us=2777', 'est[2.93,0.52,-0.52,54]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.62', 'le_us=2777', 'est[2.93,0.52,-0.52,55]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.53', 'le_us=2807', 'est[2.93,0.51,-0.53,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.57', 'le_us=2807', 'est[2.93,0.51,-0.54,55]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.60', 'le_us=3021', 'est[2.92,0.53,-0.51,53]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.61', 'le_us=3143', 'est[2.92,0.53,-0.48,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.63', 'le_us=3143', 'est[2.94,0.50,-0.19,57]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.60', 'le_us=2838', 'est[2.94,0.50,-0.28,55]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.58', 'le_us=2746', 'est[2.94,0.50,-0.35,55]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.58', 'le_us=2777', 'est[2.94,0.51,-0.38,54]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.51', 'le_us=2807', 'est[2.94,0.50,-0.42,55]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.47', 'le_us=2838', 'est[2.94,0.52,-0.43,54]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.59', 'le_us=2807', 'est[2.94,0.51,-0.45,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.60', 'le_us=2777', 'est[2.94,0.50,-0.46,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.52', 'le_us=2929', 'est[2.93,0.51,-0.43,53]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.59', 'le_us=3112', 'est[2.91,0.52,-0.41,53]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.60', '1495[0.00,4.00,0.00]=4.58', 'le_us=3540', 'est[2.91,0.52,-0.46,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.54', 'le_us=3112', 'est[2.92,0.50,-0.23,56]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.91', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.54', 'le_us=3295', 'est[2.93,0.49,-0.09,55]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.50', 'le_us=3234', 'est[2.93,0.49,-0.22,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.88', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.56', 'le_us=3540', 'est[2.92,0.50,-0.31,54]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=2.85', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.53', 'le_us=3540', 'est[2.90,0.50,-0.38,54]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.52', 'le_us=3662', 'est[2.90,0.49,-0.14,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.52', 'le_us=3295', 'est[2.90,0.50,-0.25,54]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.52', 'le_us=3631', 'est[2.91,0.50,-0.04,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.52', 'le_us=2716', 'est[2.90,0.51,-0.11,53]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.94', '5B01[4.00,4.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.50', 'le_us=3295', 'est[2.92,0.51,0.03,55]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.35', 'le_us=3540', 'est[2.87,0.48,0.16,55]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.60', '1495[0.00,4.00,0.00]=4.44', 'le_us=3387', 'est[2.88,0.50,-0.03,54]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.60', '1495[0.00,4.00,0.00]=4.43', 'le_us=3234', 'est[2.87,0.51,0.10,54]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.53', 'le_us=2777', 'est[2.88,0.50,0.01,54]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.45', 'le_us=3021', 'est[2.87,0.53,-0.02,51]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=2.94', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.49', 'le_us=2746', 'est[2.87,0.54,-0.09,53]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.41', 'le_us=3234', 'est[2.89,0.56,-0.22,52]']"
"['592F[4.00,0.00,0.00]=1.20', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.54', 'le_us=3448', 'est[2.91,0.54,-0.31,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.94', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=5.60', 'le_us=5035', 'est[2.90,0.53,-0.31,54]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.91', 'le_us=4394', 'est[2.90,0.51,-0.39,56]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.94', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.48', 'le_us=2960', 'est[2.89,0.52,-0.32,53]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.45', 'le_us=3387', 'est[2.87,0.51,-0.12,54]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=2.90', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.39', 'le_us=3540', 'est[2.85,0.48,0.06,56]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.82', 'le_us=3814', 'est[2.87,0.50,0.00,53]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.83', 'le_us=4242', 'est[2.89,0.50,-0.15,55]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.85', 'le_us=4180', 'est[2.90,0.49,-0.27,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.45', 'le_us=3418', 'est[2.90,0.51,-0.35,54]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.41', 'le_us=3234', 'est[2.91,0.54,-0.40,53]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.47', 'le_us=3692', 'est[2.90,0.52,-0.17,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.86', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.53', 'le_us=3326', 'est[2.90,0.50,-0.01,56]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.53', 'le_us=3173', 'est[2.91,0.49,0.11,55]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.91', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.46', 'le_us=3418', 'est[2.91,0.50,-0.06,54]']"
"['592F[4.00,0.00,0.00]=1.25', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.46', 'le_us=823', 'est[2.89,0.49,0.08,76]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.49', 'le_us=2990', 'est[2.88,0.50,0.03,53]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=2.90', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.54', 'le_us=3143', 'est[2.89,0.48,0.15,56]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.48', 'le_us=3051', 'est[2.89,0.49,0.26,55]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.56', 'le_us=2777', 'est[2.89,0.49,0.12,54]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.55', 'le_us=3021', 'est[2.89,0.50,0.02,54]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.51', 'le_us=2807', 'est[2.88,0.51,-0.04,53]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.59', '1495[0.00,4.00,0.00]=4.58', 'le_us=3418', 'est[2.93,0.48,0.13,58]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.60', 'le_us=3051', 'est[2.92,0.49,0.01,53]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.55', 'le_us=2746', 'est[2.91,0.50,-0.11,54]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.57', 'le_us=2838', 'est[2.91,0.50,-0.18,54]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.53', 'le_us=3051', 'est[2.91,0.51,-0.20,53]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.60', 'le_us=3112', 'est[2.90,0.52,-0.22,53]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.53', 'le_us=2807', 'est[2.90,0.52,-0.27,54]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.62', 'le_us=3082', 'est[2.90,0.52,-0.31,54]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.94', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.68', 'le_us=3082', 'est[2.90,0.50,-0.31,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.54', 'le_us=2807', 'est[2.91,0.49,-0.36,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.53', 'le_us=2777', 'est[2.91,0.50,-0.36,54]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.53', 'le_us=2746', 'est[2.90,0.50,-0.38,54]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.53', 'le_us=2990', 'est[2.90,0.51,-0.40,54]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.64', 'le_us=2746', 'est[2.91,0.49,-0.43,56]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.52', 'le_us=2746', 'est[2.90,0.51,-0.43,54]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.53', 'le_us=2746', 'est[2.90,0.51,-0.41,54]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.60', 'le_us=2777', 'est[2.90,0.50,-0.42,55]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.60', 'le_us=2746', 'est[2.90,0.50,-0.43,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.48', 'le_us=2746', 'est[2.90,0.51,-0.44,54]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.60', 'le_us=3540', 'est[2.90,0.50,-0.49,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.52', 'le_us=2746', 'est[2.89,0.50,-0.45,54]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.83', 'le_us=4119', 'est[2.90,0.50,-0.49,55]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.56', 'le_us=3082', 'est[2.90,0.52,-0.43,53]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.58', 'le_us=2746', 'est[2.90,0.51,-0.44,55]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.58', 'le_us=2807', 'est[2.91,0.49,-0.48,56]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.47', 'le_us=3051', 'est[2.88,0.47,-0.22,55]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.55', 'le_us=2716', 'est[2.88,0.49,-0.29,53]']"
"['592F[4.00,0.00,0.00]=1.39', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.52', 'le_us=2746', 'est[2.89,0.52,-0.37,53]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.51', 'le_us=2777', 'est[2.89,0.52,-0.42,54]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.61', 'le_us=2716', 'est[2.91,0.53,-0.47,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.50', 'le_us=2777', 'est[2.92,0.50,-0.49,56]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=2.85', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=5.16', 'le_us=4882', 'est[2.91,0.49,-0.50,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=6.97', 'le_us=7690', 'est[2.90,0.48,-0.45,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.57', 'le_us=2746', 'est[2.92,0.45,-0.50,58]']"
"['592F[4.00,0.00,0.00]=1.09', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.56', 'le_us=3204', 'est[2.95,0.47,-0.50,55]']"
